monthly_salary,credit_score,travel_spend,dining_spend,shopping_spend,grocery_spend,entertainment_spend,fuel_spend,utilities_spend,card_recommended,card_name
50844,710,238,11920,12875,4691,1283,158,3181,4,SBI Cashback Card
25925,777,1372,5219,1300,148,443,174,1093,3,Amazon Pay ICICI
41047,745,971,4999,1160,3638,642,934,1839,5,HDFC Millennia
10245,707,176,695,18,236,106,94,314,0,Kotak 811
16812,695,1443,893,377,178,284,79,4276,0,Kotak 811
47724,782,1023,3234,775,5849,771,1366,2400,5,HDFC Millennia
70834,724,6222,11900,776,2753,4240,1280,1144,5,HDFC Millennia
361648,573,6340,7831,3191,13117,3048,4582,1343,0,Kotak 811
37526,780,1778,5533,699,1140,3294,987,1314,5,HDFC Millennia
171157,900,3756,272,11938,3029,500,4762,661,7,HDFC Regalia
45835,736,4037,3396,21405,1130,118,47,2273,5,HDFC Millennia
72822,726,2025,1165,18828,637,2280,878,922,5,HDFC Millennia
47537,790,3276,8888,1249,342,108,3198,6888,5,HDFC Millennia
18502,774,232,1730,126,935,804,859,447,0,Kotak 811
47036,682,3134,1014,2713,63,309,145,515,2,Axis Flipkart
12321,745,710,149,3577,2665,125,375,13,0,Kotak 811
22726,731,2755,1168,5967,431,735,97,538,1,SBI SimplyCLICK
23678,778,1513,1269,348,5203,2951,1471,1758,1,SBI SimplyCLICK
49218,743,755,2940,674,2534,1607,929,141,4,SBI Cashback Card
48362,694,7387,2092,9652,449,742,300,1015,2,Axis Flipkart
24538,747,341,2442,3328,1353,2237,2664,441,1,SBI SimplyCLICK
42684,728,6951,5328,518,436,4367,115,1990,5,HDFC Millennia
15136,822,424,1644,1019,681,316,273,2081,0,Kotak 811
49222,787,396,2540,6843,1867,4004,770,847,5,HDFC Millennia
144291,706,6569,4961,6150,1090,990,1768,973,4,SBI Cashback Card
16096,695,774,4984,122,430,179,147,306,0,Kotak 811
19373,847,857,882,412,1038,397,984,1117,0,Kotak 811
463052,760,1552,12639,2495,9841,704,831,641,8,IndusInd Legend
12313,695,1308,2198,254,952,1227,245,53,0,Kotak 811
146348,663,20129,13373,4033,9216,7293,2992,1648,0,Kotak 811
28571,693,1497,871,2694,7786,1269,411,3137,2,Axis Flipkart
87182,666,3838,3764,7592,2122,604,2300,799,0,Kotak 811
334802,713,6830,5848,1256,2647,586,839,2865,4,SBI Cashback Card
19692,730,1586,809,1289,5767,332,658,392,2,Axis Flipkart
131310,781,1725,6010,30824,12561,524,1903,1285,8,IndusInd Legend
49623,692,2328,846,3825,1298,676,2131,59,2,Axis Flipkart
147832,705,3627,6201,1385,22436,2009,142,8306,4,SBI Cashback Card
40702,740,4396,109,1271,2065,129,1594,814,4,SBI Cashback Card
14566,671,71,1290,215,1296,2255,353,140,0,Kotak 811
30193,847,1178,2705,2561,10488,2110,297,1562,4,SBI Cashback Card
39312,679,4280,3249,1991,1731,4094,309,1858,0,Kotak 811
359610,773,7950,7569,248,2805,2998,1772,1153,7,HDFC Regalia
57969,790,2622,5349,5652,769,4319,404,6243,5,HDFC Millennia
25185,688,560,2776,2049,4322,369,949,1408,2,Axis Flipkart
34102,637,2372,663,4214,7458,1136,1031,97,0,Kotak 811
31959,653,2473,1506,198,4084,45,1233,29,0,Kotak 811
12355,734,2210,11,277,5019,335,336,89,0,Kotak 811
21686,714,1480,1377,402,2950,399,241,1527,2,Axis Flipkart
130494,673,4759,4486,1526,12835,1261,1176,3347,0,Kotak 811
25561,726,152,432,18,409,410,632,2573,3,Amazon Pay ICICI
47984,759,1772,826,1735,3723,1065,3380,513,4,SBI Cashback Card
67213,802,7501,7806,3203,3502,553,742,4047,5,HDFC Millennia
11176,681,629,5,5116,404,842,273,62,0,Kotak 811
49689,586,2154,363,5300,9627,194,486,4622,0,Kotak 811
39724,627,850,158,5417,4356,1765,1311,443,0,Kotak 811
49527,825,4324,11068,2760,5895,1259,554,2663,5,HDFC Millennia
49524,661,604,12229,6636,5252,149,3576,1161,0,Kotak 811
37631,734,2436,4765,5236,8585,764,278,1205,5,HDFC Millennia
20549,665,39,1758,1936,2025,887,79,282,0,Kotak 811
144097,705,2792,9776,894,530,135,1841,3674,6,ICICI Coral
47110,818,889,1639,9671,1392,1489,1828,17893,3,Amazon Pay ICICI
61929,746,7763,10662,711,2770,1548,7529,2807,5,HDFC Millennia
149595,700,10332,1089,8161,1372,1612,1866,2583,4,SBI Cashback Card
21992,650,34,475,3272,482,1148,204,442,0,Kotak 811
27944,814,994,4623,2033,348,1088,554,3066,3,Amazon Pay ICICI
73704,762,3310,2766,33777,2121,958,4712,9,3,Amazon Pay ICICI
442485,861,786,2049,7151,4785,4602,752,3179,7,HDFC Regalia
366879,668,5532,5835,5139,2128,380,1262,86,0,Kotak 811
262000,714,12512,1589,265,9453,2718,1731,104,4,SBI Cashback Card
119337,661,5524,1588,15949,4629,5836,758,4225,0,Kotak 811
100167,727,2030,1783,10428,2489,1676,1240,3741,3,Amazon Pay ICICI
36374,578,3296,2980,227,292,56,710,2543,0,Kotak 811
24328,779,1730,834,5242,2137,1167,1764,578,1,SBI SimplyCLICK
17691,713,1566,69,2238,3421,301,60,187,2,Axis Flipkart
22102,803,662,2260,868,2751,368,209,1868,2,Axis Flipkart
60184,765,617,1137,2742,10222,340,251,1639,4,SBI Cashback Card
35133,694,115,2634,4414,1311,1599,1403,3848,2,Axis Flipkart
27002,702,1701,4273,382,3631,1809,763,1544,1,SBI SimplyCLICK
102995,773,3078,17024,16683,5154,8149,936,1365,8,IndusInd Legend
22662,728,444,1370,1841,1235,478,210,464,2,Axis Flipkart
47226,719,250,15954,4188,1119,1566,120,3039,4,SBI Cashback Card
13238,693,837,810,814,2522,97,4,40,0,Kotak 811
51320,659,1319,2792,2765,585,366,689,1694,0,Kotak 811
55349,660,1683,5049,12258,185,164,696,586,0,Kotak 811
10675,698,181,2308,1504,1331,47,618,223,0,Kotak 811
83430,694,6786,13243,19746,1631,1654,35,6343,2,Axis Flipkart
59082,714,7772,122,3080,150,1095,358,686,4,SBI Cashback Card
41411,706,2211,507,1243,2617,449,1506,1120,4,SBI Cashback Card
33436,733,1113,564,837,1565,1955,329,497,1,SBI SimplyCLICK
347273,745,3224,7238,14515,3776,5404,469,520,5,HDFC Millennia
108022,596,17604,2311,10224,4555,2813,1200,10042,0,Kotak 811
115721,738,3780,13260,10434,20159,9659,613,3876,5,HDFC Millennia
35270,722,1011,128,1439,1401,6485,263,1110,5,HDFC Millennia
23884,676,2456,214,1234,1618,7,808,1029,0,Kotak 811
27282,744,885,3028,2166,1049,1811,766,540,3,Amazon Pay ICICI
441267,700,2008,6118,19152,987,2510,3469,4251,4,SBI Cashback Card
120623,748,1966,34331,4275,148,1351,328,388,5,HDFC Millennia
61084,756,281,1110,595,318,761,1658,8169,3,Amazon Pay ICICI
38483,655,5395,1387,513,478,3409,5447,524,0,Kotak 811
77297,828,4265,18108,12768,12194,2340,951,3629,5,HDFC Millennia
42178,743,115,2636,73,5086,671,862,2704,4,SBI Cashback Card
31706,777,497,1045,19993,4427,2730,2805,528,4,SBI Cashback Card
15528,727,699,2727,743,2971,361,681,1653,2,Axis Flipkart
18599,578,1292,543,299,817,2477,315,317,0,Kotak 811
15826,761,415,2765,5891,1033,528,178,555,2,Axis Flipkart
50650,779,669,3164,4662,3800,995,886,3641,5,HDFC Millennia
109465,728,8580,17131,44416,1989,2569,1437,2489,5,HDFC Millennia
88281,694,9684,6950,2339,788,1444,4300,1282,2,Axis Flipkart
90692,720,5572,347,7492,8680,4522,3528,769,5,HDFC Millennia
137614,731,1376,1575,3820,5396,2364,673,6652,5,HDFC Millennia
95785,720,13643,7195,7206,5131,593,1360,1258,5,HDFC Millennia
31881,656,5321,3970,10643,2390,517,1787,439,0,Kotak 811
47525,720,2644,1371,1062,2973,1102,752,2122,4,SBI Cashback Card
57812,824,4573,2074,6828,66,907,710,3195,3,Amazon Pay ICICI
134399,631,2102,4988,493,12516,5234,1020,2509,0,Kotak 811
50100,825,6474,3215,4798,9547,2518,1908,1769,5,HDFC Millennia
144528,676,7644,7990,11036,1576,7012,245,877,0,Kotak 811
27534,744,0,390,5898,554,131,1010,639,3,Amazon Pay ICICI
18760,676,785,842,2449,416,677,1292,1812,0,Kotak 811
366711,683,1202,1320,48,7362,8316,496,3039,2,Axis Flipkart
36157,587,3,3806,5037,3975,611,854,645,0,Kotak 811
50152,769,6654,2283,1868,9940,1047,504,206,4,SBI Cashback Card
31086,776,933,491,10,996,591,2887,286,0,Kotak 811
92862,701,11100,1629,4202,781,1831,343,2222,4,SBI Cashback Card
36073,788,318,5379,2325,511,189,3888,477,5,HDFC Millennia
35851,826,2596,28,1479,1033,2904,864,650,5,HDFC Millennia
42591,798,3853,2827,2193,11624,1609,1777,720,4,SBI Cashback Card
12590,777,1683,284,83,776,941,210,769,0,Kotak 811
242154,740,1118,2228,551,4157,6212,949,411,5,HDFC Millennia
49763,730,5119,1929,4684,2776,2523,270,5038,5,HDFC Millennia
17795,744,947,682,720,2756,1478,495,529,2,Axis Flipkart
53205,689,1070,2020,8995,840,182,677,1175,2,Axis Flipkart
35457,679,1495,676,274,2725,4305,422,1232,0,Kotak 811
16569,747,349,2883,595,1659,627,295,181,2,Axis Flipkart
13550,847,196,690,833,1057,162,377,149,0,Kotak 811
27614,809,531,1154,9028,1631,889,2509,2805,3,Amazon Pay ICICI
72003,746,3726,101,26199,3680,1440,1157,1589,3,Amazon Pay ICICI
68117,744,2971,26226,382,3680,261,379,1315,5,HDFC Millennia
73220,710,11,4192,1571,11867,322,3,1757,4,SBI Cashback Card
24848,676,750,11428,3278,6085,178,198,167,0,Kotak 811
13722,615,1455,7,346,1020,55,275,314,0,Kotak 811
27014,730,2651,2288,1550,2281,58,171,1065,3,Amazon Pay ICICI
125046,725,1090,4813,6905,39636,673,1777,1274,5,HDFC Millennia
26835,722,658,431,1050,108,3225,747,1809,3,Amazon Pay ICICI
29338,748,557,369,2733,1576,118,472,848,3,Amazon Pay ICICI
149041,818,4703,2054,13998,4078,2069,9010,8818,7,HDFC Regalia
13147,716,2232,2156,941,876,3,102,13,0,Kotak 811
99761,703,6215,4437,7224,3010,4708,1515,3420,4,SBI Cashback Card
138027,756,6286,1126,13271,4812,12493,3045,264,7,HDFC Regalia
35556,719,1678,1923,4495,1082,2166,219,2170,4,SBI Cashback Card
108504,814,356,15212,27260,5587,1968,3245,1194,8,IndusInd Legend
336781,750,11782,1826,1984,2120,1746,905,1406,7,HDFC Regalia
14158,867,45,333,1439,2220,1409,314,446,0,Kotak 811
380230,782,7021,14386,1846,4458,5544,282,4749,7,HDFC Regalia
117061,712,5154,6028,4179,13777,2197,1691,192,4,SBI Cashback Card
58517,636,4929,1827,9070,5331,2017,861,537,0,Kotak 811
362361,708,14919,3068,3391,7295,590,1083,1033,4,SBI Cashback Card
332434,666,3248,6902,586,3576,299,2195,989,0,Kotak 811
44494,879,184,3751,2986,2740,3183,596,340,5,HDFC Millennia
45337,732,4850,5131,3311,3782,946,1097,1283,5,HDFC Millennia
10418,759,1874,466,84,108,618,23,993,0,Kotak 811
24542,782,1333,192,554,728,1325,19,2291,1,SBI SimplyCLICK
99437,754,1786,2829,17051,103,3600,7430,3674,5,HDFC Millennia
11037,784,1161,295,651,330,138,199,210,0,Kotak 811
60154,760,58,9228,4427,4672,230,1090,620,5,HDFC Millennia
84715,737,6127,5364,5814,3344,10803,1971,878,5,HDFC Millennia
91657,780,320,2697,20544,11908,1008,410,1788,3,Amazon Pay ICICI
40921,795,5152,273,7032,2770,52,3053,65,3,Amazon Pay ICICI
14191,736,186,1099,2246,2501,358,1034,402,0,Kotak 811
75362,744,4375,2269,1341,245,547,1449,851,6,ICICI Coral
166838,758,650,8745,7210,10290,2753,7901,2957,8,IndusInd Legend
30702,715,586,4734,2011,2381,101,675,1471,4,SBI Cashback Card
134732,741,1216,8172,4810,2095,4857,2863,8310,5,HDFC Millennia
42626,836,982,6739,933,596,408,1337,2839,5,HDFC Millennia
335326,716,3576,585,3555,2288,2303,2597,3646,4,SBI Cashback Card
47326,673,1212,22,168,4127,1402,2605,676,0,Kotak 811
125869,699,15609,2308,734,7376,3972,806,1060,2,Axis Flipkart
17905,681,990,2312,1689,283,566,1032,258,2,Axis Flipkart
130220,723,3207,4443,1818,7610,265,2044,2537,5,HDFC Millennia
231823,740,3637,4051,4277,5016,68,11073,2446,5,HDFC Millennia
12620,750,205,296,0,69,23,698,914,0,Kotak 811
54299,725,1182,2497,369,12591,2096,2283,2451,5,HDFC Millennia
57696,714,1185,3502,9320,2971,2390,1279,2302,4,SBI Cashback Card
32799,753,157,3669,4252,6395,1720,1851,1797,4,SBI Cashback Card
35495,690,3,363,4932,715,7336,208,2207,2,Axis Flipkart
41518,674,4765,1621,262,1558,385,3720,1984,0,Kotak 811
17829,711,2873,223,615,517,21,21,2177,0,Kotak 811
64078,661,5935,2083,11412,4894,3060,715,2038,0,Kotak 811
14745,735,390,1755,1163,669,1944,233,301,0,Kotak 811
118812,645,8040,22205,7704,3714,1092,603,718,0,Kotak 811
18839,755,491,921,303,782,82,459,77,0,Kotak 811
113105,668,2439,2882,775,4452,2167,1515,4047,0,Kotak 811
10569,710,173,257,290,182,777,63,348,0,Kotak 811
270398,783,2282,9985,14413,7283,292,38,553,8,IndusInd Legend
54738,656,2314,4079,53,6634,3753,5897,436,0,Kotak 811
26445,676,1323,3226,61,7376,1756,1177,1511,0,Kotak 811
73065,751,293,2448,33164,1278,2582,4328,2581,5,HDFC Millennia
143994,789,580,1503,3581,2681,1491,3786,1175,7,HDFC Regalia
63514,594,6324,1417,13637,4183,2386,4227,4322,0,Kotak 811
46437,831,178,349,8212,228,344,2360,2,3,Amazon Pay ICICI
91076,810,3528,5274,1190,7194,470,35,2940,5,HDFC Millennia
33638,603,634,4151,1057,3553,1267,200,3169,0,Kotak 811
18811,811,272,1749,1706,686,433,505,511,2,Axis Flipkart
104390,775,758,1871,3746,1970,775,3927,3050,7,HDFC Regalia
496592,752,15306,7791,37064,6316,735,547,1177,7,HDFC Regalia
11529,685,66,376,174,287,25,333,72,0,Kotak 811
45642,677,3836,7321,9625,5590,957,5852,871,0,Kotak 811
177608,764,2683,6972,5814,4139,200,373,6438,8,IndusInd Legend
40723,652,1196,1929,17136,1410,1685,192,110,0,Kotak 811
18331,730,29,6742,599,3770,4028,537,24,2,Axis Flipkart
69669,842,7259,3639,4575,2138,4229,2583,1671,5,HDFC Millennia
19638,710,886,849,3122,1229,2168,137,3629,2,Axis Flipkart
99288,716,4231,3287,144,25409,1372,3618,1182,4,SBI Cashback Card
22973,675,311,685,2049,742,1263,704,1902,0,Kotak 811
36809,808,4197,7899,9770,23,3753,65,454,5,HDFC Millennia
51878,563,8478,1141,1661,10520,165,1561,2375,0,Kotak 811
21959,637,431,1655,1147,1022,54,104,439,0,Kotak 811
19773,765,960,2026,4633,3406,562,652,396,2,Axis Flipkart
77127,715,1272,5524,1051,5241,279,1618,2906,4,SBI Cashback Card
48932,729,1349,4413,3684,1884,1172,20,2881,5,HDFC Millennia
197672,724,734,12653,311,9880,3422,5642,6832,5,HDFC Millennia
55706,760,343,5800,19340,3756,597,3302,4273,5,HDFC Millennia
430364,756,3097,5422,13772,180,1352,4058,5045,8,IndusInd Legend
17353,694,1600,390,2323,842,2976,481,694,2,Axis Flipkart
58602,668,1935,3890,17636,540,78,1755,6980,0,Kotak 811
72911,805,3548,5864,15103,8000,2003,1445,2976,5,HDFC Millennia
20966,740,202,510,940,260,39,1406,9,0,Kotak 811
24854,638,403,1690,11127,151,508,35,220,0,Kotak 811
340680,668,3175,4519,5418,5056,56,2981,3738,0,Kotak 811
34651,740,2384,247,3412,913,980,1645,1695,4,SBI Cashback Card
21679,747,1934,574,736,4101,386,45,795,2,Axis Flipkart
39437,767,390,2286,677,1603,4509,528,261,5,HDFC Millennia
22718,758,1047,620,983,763,359,202,853,0,Kotak 811
23979,744,2623,2597,6405,347,149,598,914,1,SBI SimplyCLICK
49130,688,1196,1422,2599,91,2169,2932,860,2,Axis Flipkart
59229,835,481,2187,7945,1649,2025,1017,296,5,HDFC Millennia
22432,745,2259,771,2029,335,334,14,1312,1,SBI SimplyCLICK
27988,657,1602,588,2271,3693,332,777,464,0,Kotak 811
38434,683,2302,853,1249,7026,967,612,1978,2,Axis Flipkart
56852,699,5049,16178,16329,1406,583,5745,1395,2,Axis Flipkart
456677,761,591,3827,7403,11332,783,4080,803,7,HDFC Regalia
14719,630,2078,3590,669,555,800,287,17,0,Kotak 811
41719,761,4935,32,14158,1393,7752,388,1064,5,HDFC Millennia
134327,775,6174,29084,7129,3733,283,13614,2405,7,HDFC Regalia
483617,688,742,9427,480,510,1063,1732,1564,0,Kotak 811
35920,669,2834,2483,973,873,970,624,494,0,Kotak 811
15239,691,2255,1821,596,111,584,144,461,0,Kotak 811
240721,662,2246,6020,16824,5320,2862,3023,6413,0,Kotak 811
431781,659,163,1934,8869,3331,2182,5981,365,0,Kotak 811
68738,671,1262,2155,2553,5738,173,1478,395,0,Kotak 811
18839,729,1645,1865,2516,166,890,120,77,2,Axis Flipkart
67826,694,6664,25613,981,18214,2494,3641,2849,2,Axis Flipkart
49520,718,1321,3068,7890,7320,1015,890,317,4,SBI Cashback Card
103634,708,3485,1328,5816,1212,1732,3857,1859,4,SBI Cashback Card
20391,711,739,3110,2514,54,286,1335,15,1,SBI SimplyCLICK
75640,822,7755,6225,3861,3830,3784,5015,953,5,HDFC Millennia
51564,859,2174,3173,125,1206,767,7177,722,5,HDFC Millennia
22554,714,431,6907,2530,4842,1625,623,1015,1,SBI SimplyCLICK
109915,765,13510,3755,9056,8014,3256,1901,6402,7,HDFC Regalia
467629,683,399,2431,21771,9794,7263,2039,1964,2,Axis Flipkart
316268,609,2632,515,16693,12203,18510,2111,4173,0,Kotak 811
136591,624,10416,10659,20911,12187,6090,158,5611,0,Kotak 811
45929,719,7512,596,2500,8913,788,2147,905,4,SBI Cashback Card
49271,610,5513,17572,20322,2241,1310,570,742,0,Kotak 811
13612,808,96,409,736,189,384,38,25,0,Kotak 811
21823,633,722,4306,2810,2951,1793,2512,1257,0,Kotak 811
17953,792,949,2228,2358,389,411,92,30,2,Axis Flipkart
12431,746,304,120,2234,681,482,308,615,0,Kotak 811
303484,662,11719,668,398,12692,3621,1315,4187,0,Kotak 811
68900,683,13717,18740,3269,4912,420,151,1562,2,Axis Flipkart
112195,767,512,232,1753,2021,359,163,4226,7,HDFC Regalia
34115,698,2273,697,937,2333,1122,1598,1935,2,Axis Flipkart
416553,763,5752,4795,11567,1993,609,133,2555,7,HDFC Regalia
95916,611,241,627,9073,2753,3338,4277,5744,0,Kotak 811
38850,695,592,4937,15914,80,1820,381,106,2,Axis Flipkart
38708,663,482,4648,10104,5235,2116,504,103,0,Kotak 811
447992,767,1461,6908,14877,3916,1685,3050,2462,8,IndusInd Legend
23788,752,4275,3739,402,360,683,1128,235,0,Kotak 811
16058,722,56,297,151,664,1104,442,161,0,Kotak 811
58028,652,2485,10865,495,5127,32,1845,1861,0,Kotak 811
483018,829,3155,7797,4893,2032,1354,4702,1893,8,IndusInd Legend
17559,663,7219,1667,306,380,828,850,191,0,Kotak 811
23808,784,992,861,1346,936,3065,1113,222,1,SBI SimplyCLICK
85525,761,7501,2525,20031,763,92,857,4788,3,Amazon Pay ICICI
270359,730,702,4205,1269,822,36,2387,1334,5,HDFC Millennia
96516,684,5661,999,455,5186,3029,348,1925,2,Axis Flipkart
28051,720,176,2414,2338,23,256,1343,362,3,Amazon Pay ICICI
227568,701,1140,3672,914,5547,1412,1045,5262,4,SBI Cashback Card
54415,722,186,226,11682,8010,923,1675,1463,3,Amazon Pay ICICI
129152,732,5552,19746,6351,534,2729,2784,746,5,HDFC Millennia
31290,689,1455,1775,330,1130,110,625,2316,0,Kotak 811
19151,746,1453,236,764,893,163,366,130,0,Kotak 811
132836,733,1796,7103,14742,2872,10045,738,1137,5,HDFC Millennia
20068,725,877,2976,1150,911,1892,551,670,1,SBI SimplyCLICK
48898,734,1819,799,1784,5817,1182,3347,313,4,SBI Cashback Card
485817,818,20530,738,1044,837,3429,1119,3965,9,Axis Magnus
24950,651,1038,3217,1673,3267,554,5862,571,0,Kotak 811
98493,764,2773,5415,13977,10077,3216,4050,2573,5,HDFC Millennia
18002,600,1346,1030,314,3238,249,756,1090,0,Kotak 811
37129,688,2525,1848,2137,5745,76,2538,2838,2,Axis Flipkart
177328,732,5151,16338,11362,6194,372,1123,448,5,HDFC Millennia
116195,664,3183,974,3000,883,3872,419,3633,0,Kotak 811
19768,652,1429,190,3492,2263,163,803,873,0,Kotak 811
16235,650,443,2049,2174,3372,39,6,779,0,Kotak 811
25502,669,1054,1238,23,1027,902,688,1413,0,Kotak 811
34585,811,5066,1309,859,2591,1353,639,922,4,SBI Cashback Card
144482,696,476,11327,2929,3471,1174,890,4126,2,Axis Flipkart
435689,659,7320,4017,3602,10680,2021,678,2123,0,Kotak 811
44230,761,2593,6466,6296,3231,5745,301,5080,5,HDFC Millennia
135761,759,1788,5101,1340,8999,5913,5280,1087,8,IndusInd Legend
46117,781,537,4718,4438,354,221,169,2377,5,HDFC Millennia
39822,757,1910,3905,4596,2308,994,646,3153,5,HDFC Millennia
102586,834,8606,4604,3070,8806,924,5330,222,7,HDFC Regalia
465063,685,18465,1354,1206,2612,1233,3421,1760,2,Axis Flipkart
35002,721,3949,5545,3351,7374,970,2462,847,5,HDFC Millennia
36829,628,1546,1174,4004,15628,38,2711,5,0,Kotak 811
12500,727,82,1947,924,1478,67,949,446,0,Kotak 811
36055,750,673,8617,739,3541,63,254,596,5,HDFC Millennia
24205,708,2917,181,4188,336,393,22,127,1,SBI SimplyCLICK
443195,795,2556,5420,11262,7999,10306,292,2607,8,IndusInd Legend
57145,703,1881,1335,9743,19454,676,105,3863,4,SBI Cashback Card
19601,793,797,140,594,211,198,70,2412,0,Kotak 811
18903,689,525,464,130,1107,283,744,972,0,Kotak 811
24100,842,732,5692,692,5474,2966,1649,799,1,SBI SimplyCLICK
139921,723,5207,22250,443,897,1801,1166,4579,5,HDFC Millennia
57402,720,2982,277,930,6289,473,493,3616,4,SBI Cashback Card
15648,798,88,2744,3759,138,2930,176,54,2,Axis Flipkart
122678,659,1816,10873,9456,2586,3976,6771,293,0,Kotak 811
59638,613,3965,2696,8543,8218,2658,1290,3636,0,Kotak 811
91001,793,3241,1724,4692,4976,26877,2479,3555,5,HDFC Millennia
22377,757,1147,2430,1908,386,808,1008,133,2,Axis Flipkart
36932,702,2735,729,5285,3771,3463,40,876,4,SBI Cashback Card
47837,802,501,1042,2965,797,1682,1014,1401,3,Amazon Pay ICICI
24112,799,3086,811,4678,2333,1401,291,249,1,SBI SimplyCLICK
37842,768,2766,1341,8060,3126,1889,393,0,3,Amazon Pay ICICI
10411,653,292,901,1099,1639,62,187,42,0,Kotak 811
492318,755,9017,9742,7814,11277,1486,1931,4492,7,HDFC Regalia
89730,776,5159,872,1156,8447,3832,1139,241,5,HDFC Millennia
16916,694,131,149,3835,1191,1843,229,764,2,Axis Flipkart
96312,632,13047,3589,10379,6231,1921,122,4061,0,Kotak 811
365932,761,4211,23941,21934,21664,9095,18,4053,8,IndusInd Legend
226369,689,180,5021,9958,1753,765,149,295,2,Axis Flipkart
10782,698,81,157,636,358,271,193,446,0,Kotak 811
125355,643,4790,1082,35448,3737,1506,6050,2260,0,Kotak 811
91171,697,3873,1847,8120,5620,343,2561,7729,2,Axis Flipkart
28695,691,735,8173,1591,603,224,4899,1604,2,Axis Flipkart
54543,614,649,3548,10090,723,72,494,8504,0,Kotak 811
58224,703,14292,1636,1600,4733,1106,1834,847,4,SBI Cashback Card
238121,778,3684,807,1573,2050,6626,455,7686,7,HDFC Regalia
55511,789,3717,8024,1130,4222,118,191,2492,5,HDFC Millennia
24408,755,31,944,173,3067,1304,1814,263,1,SBI SimplyCLICK
104963,757,3526,10595,2378,14018,19922,6040,4513,8,IndusInd Legend
19953,790,5058,1244,631,1837,3097,124,314,2,Axis Flipkart
23789,779,586,3816,105,1066,1366,2330,4026,1,SBI SimplyCLICK
22134,691,2216,1350,906,714,2016,427,460,0,Kotak 811
225909,830,1578,1078,5244,4095,576,3171,1347,7,HDFC Regalia
18633,785,1491,2348,464,1558,19,1124,2248,2,Axis Flipkart
249124,697,4268,9683,3921,2311,1866,381,1325,2,Axis Flipkart
14616,704,5090,222,229,2883,1249,15,814,0,Kotak 811
57420,661,16377,205,1533,2320,1372,4672,1885,0,Kotak 811
19455,737,491,851,3195,3641,1216,166,3043,2,Axis Flipkart
18861,643,779,1310,753,2759,1084,770,4421,0,Kotak 811
42798,666,5809,3098,7457,2698,425,563,822,0,Kotak 811
10407,690,35,1581,869,114,203,29,422,0,Kotak 811
20060,690,2362,1435,4661,1871,2841,457,816,2,Axis Flipkart
92208,704,4654,9696,11576,1272,3150,534,2626,4,SBI Cashback Card
17169,674,353,3470,4154,253,45,190,598,0,Kotak 811
54681,764,1040,65,8493,7341,546,286,341,3,Amazon Pay ICICI
46938,744,951,4974,4175,48,4354,1184,3810,5,HDFC Millennia
46928,805,6349,5826,634,3537,10321,1359,2892,5,HDFC Millennia
32992,719,1673,3293,4959,836,209,364,934,4,SBI Cashback Card
39559,827,1089,2421,2172,1058,3709,258,1809,5,HDFC Millennia
11035,751,1016,1588,357,553,271,1891,1315,0,Kotak 811
73598,744,2587,162,9113,12725,2123,2049,523,5,HDFC Millennia
29379,722,376,727,1423,2294,681,468,977,2,Axis Flipkart
151076,767,277,7762,3074,6875,2880,1678,5750,8,IndusInd Legend
121913,714,147,3542,5888,9686,3912,8022,4579,4,SBI Cashback Card
424801,740,672,1274,1267,5335,436,2561,4885,4,SBI Cashback Card
28769,633,3822,5661,1561,2459,208,525,1148,0,Kotak 811
240236,687,15699,7622,5968,1882,21791,2138,3429,2,Axis Flipkart
21151,712,32,419,2491,381,46,650,618,1,SBI SimplyCLICK
14426,757,364,2395,74,828,379,642,191,0,Kotak 811
58161,639,7565,6547,5285,50,4928,1094,6239,0,Kotak 811
298010,830,2266,5741,16610,10668,1958,726,442,8,IndusInd Legend
53022,745,5955,2573,7912,909,1752,131,907,3,Amazon Pay ICICI
54385,719,4537,3150,491,5784,3896,4069,1846,4,SBI Cashback Card
24413,707,939,12040,1376,2530,1154,178,58,1,SBI SimplyCLICK
320655,690,1998,13601,3608,7015,2735,130,244,2,Axis Flipkart
30429,710,461,433,1858,3926,419,699,1124,4,SBI Cashback Card
217963,767,3750,7836,7580,37433,1828,1328,1339,8,IndusInd Legend
21996,724,871,2057,6658,209,1577,617,139,1,SBI SimplyCLICK
62478,778,1041,3825,7210,2976,4968,4070,1589,5,HDFC Millennia
92924,781,4013,1651,6299,24,1123,559,3185,3,Amazon Pay ICICI
34973,718,527,347,585,5050,1608,740,3351,4,SBI Cashback Card
138330,683,306,262,3946,7603,683,2495,3485,2,Axis Flipkart
69629,709,2625,2286,6721,21221,1550,1107,1738,4,SBI Cashback Card
32135,731,627,1749,1843,805,1549,139,70,1,SBI SimplyCLICK
50579,633,2087,2324,2524,2802,1521,1905,2512,0,Kotak 811
41396,681,2188,2919,2818,1233,761,511,919,2,Axis Flipkart
31836,703,755,1182,1597,269,1827,463,2698,1,SBI SimplyCLICK
109869,575,3288,2354,7310,585,2911,772,53,0,Kotak 811
135507,746,10298,3589,11198,1100,509,1785,2721,5,HDFC Millennia
16710,696,2935,99,1112,1215,190,789,658,0,Kotak 811
492679,773,10235,2076,5841,2283,4481,6393,1333,7,HDFC Regalia
439307,661,4860,16546,1560,4553,802,4621,3830,0,Kotak 811
14030,814,602,550,243,2462,2626,377,836,0,Kotak 811
22379,635,89,1351,714,2846,7,1323,2771,0,Kotak 811
